MenuItemId,Label,ParentMenu,Roles,ActionType,Reference,Shortcut,Order,Description,Icon
FrontendNameplate,Frontend Nameplate,InformationMenu,,READ,frontend-nameplate,,4,Display frontend version and build information,
BackendNameplate,Backend Nameplate,InformationMenu,,READ,backend-nameplate,,5,Display backend version and build information,
AdvancedMenu,Advanced,NavigationBar,,,,,2,Advanced functions,
SearchMenu,Basic Search,NavigationBar,,,,,1,Basic search commands for documents and files,
ConnectedUserMenu,Connected User,NavigationBar,,,,,12,Connected User Menu,
InformationMenu,Information,NavigationBar,,,,,13,Information Menu,
docs-by-ppl-list-name-form-1-unpriv,All Documents By People List Field Name,PeopleReadingMenu-unpriv,,FORM,docs-by-ppl-list-name-form,,1,List documents for a people list related general field name.  ,
files-by-duty-function-form-1-unpriv,Files By Duty Function,PeopleReadingMenu-unpriv,,FORM,files-by-duty-function-form,,3,Return metadata for files which are linked to a given duty function.,
files-by-fnct-list-name-form-1-unpriv,Files By Duty Function General Field Name,PeopleReadingMenu-unpriv,,FORM,files-by-fnct-list-name-form,,4,List files for a duty function list related general field name.  A filter group is applied.,
fnct-lists-by-function-form-unpriv,Function Lists By Duty Function,PeopleReadingMenu-unpriv,,FORM,fnct-lists-by-function-form,,5,List all of the function List for a given duty function form the function List table.,
functions-by-fnct-list-form-unpriv,Duty Functions for Function List,PeopleReadingMenu-unpriv,,FORM,functions-by-fnct-list-form,,6,List all duty functions for a given function list from the function List table.,
DutyFunctions-unpriv,All Duty Functions,PeopleReadingMenu-unpriv,,READ,all-duty-functions,,1,List all duty function records.,
FunctionLists-unpriv,Function Lists,PeopleReadingMenu-unpriv,,READ,all-function-lists,,4,List all duty function list records.,
FunctionListNames-unpriv,Function List Names,PeopleReadingMenu-unpriv,,READ,all-function-lst-names,,6,List all duty function list name records.,
GenFieldNames-unpriv,General Field Names,PeopleReadingMenu-unpriv,,READ,general-field-names,,7,List general field names,
DocDateFields-unpriv,Document Date Fields,R-ConfigRdrDocs-unpriv,,READ,all-doc-date-fields,,5,Select all document date field names.,
DocIntFields-unpriv,Document Integer Fields,R-ConfigRdrDocs-unpriv,,READ,all-doc-int-fields,,9,Select all document integer field names.,
DocRadioButtonAttributes-unpriv,Document Radio Button Attributes,R-ConfigRdrDocs-unpriv,,READ,all-doc-radiob-attr,,12,Select all doc radio button attributes.,
DocRadioButtonLists-unpriv,Document Radio Button Lists,R-ConfigRdrDocs-unpriv,,READ,all-doc-radiob-lists,,13,List all document radio button list names.,
DocTextFields-unpriv,Document Text Fields,R-ConfigRdrDocs-unpriv,,READ,all-doc-text-fields,,16,Select all document free text field names.,
DocGroupNamesRestricted2-unpriv,Document Group Names Restricted,R-ConfigRdrDocs-unpriv,,READ,rstr-doc-group-names-exunrstr,,77,"Select document groups which the connected user has rights to, except those which have no restrictions.",
FileDateFields-unpriv,File Date Fields,R-ConfigRdrFiles-unpriv,,READ,all-file-date-fields,,21,List all of the file date field names.,
FileRadioButtonAttributes-1-unpriv,File Radio Button Attributes,R-ConfigRdrFiles-unpriv,,READ,all-file-radiob-attr,,25,Select all file radio button attribute,
FileRadioButtonLists-unpriv,File Radio Button Lists,R-ConfigRdrFiles-unpriv,,READ,all-file-radiob-lists,,26,Select all file radio button list names. ,
FileTextFields-1-unpriv,File Text Fields,R-ConfigRdrFiles-unpriv,,READ,all-file-text-fields,,29,List all of the file free text field names.,
FileGroupNames-unpriv,File Group Names,R-ConfigRdrFiles-unpriv,,READ,file-group-names,,81,List all file group names,
FileRbAttrFgLinks-unpriv,File Radio Button Attribute Filter Group Links,R-ConfigRdrFiles-unpriv,,READ,file-rb-attr-fg-links,,85,Retrieve a list of file radio button attribute to filter group Link.,
R-ConfigRdrDocs,Document-related,R-ConfigReadingMenu,,,,,1,,
R-ConfigRdrFiles,Files-related,R-ConfigReadingMenu,,,,,2,,
R-CommonObjRdr,Common Objects,R-ConfigReadingMenu,,,,,3,,
TransactionGroups-unpriv,Transaction Groups,R-ConfigReadingMenu-unpriv,,READ,all-transaction-groups,,10,Select all transaction groups,
UnitsOfMeasure-unpriv,Units Of Measure,R-ConfigReadingMenu-unpriv,,READ,all-units-of-measure,,11,List all units of measure,
DateStyles-unpriv,Date Styles,R-ConfigReadingMenu-unpriv,,READ,date-styles,,13,Select all date styles.,
R-ConfigRdrDocs-unpriv,Document-related,R-ConfigReadingMenu-unpriv,,,,,1,,
R-ConfigRdrFiles-unpriv,Files-related,R-ConfigReadingMenu-unpriv,,,,,2,,
R-CommonObjRdr-unpriv,Common Objects,R-ConfigReadingMenu-unpriv,,,,,3,,
ReaderDocuments-Metadata,Documents Metadata,ReaderDocuments,,,,,2,,
TagsMenu,Tags,ReaderDocuments,,,,,2,Tags Menu,
docs-by-br-tree-node-form,Docs By Browsing Tree Node,ReaderDocuments,,FORM,docs-by-br-tree-node-form,,,Select documents via selection of a browsing tree node.,
docs-by-co-ms-attr-form-1,Docs for Common Object Multi-Select Attribute,ReaderDocuments,,FORM,docs-by-co-ms-attr-form,,,List all the document and associated file records for a given common object multi-select attribute.,
docs-by-co-rb-attr-form,Docs for Common Object Radio Button Attribute,ReaderDocuments,,FORM,docs-by-co-rb-attr-form,,,List all the document and associated file records for a given common object radio button attribute.  Applies a filter group.,
docs-by-doc-xref-form,Docs By Document and Cross Reference,ReaderDocuments,,FORM,docs-by-doc-xref-form,,,Return metadata for documents and associated files for a given document and cross reference type.,
docs-by-duty-function-form,Docs By Duty Function,ReaderDocuments,,FORM,docs-by-duty-function-form,,,Select metadata for documents linked to a given duty function. Also Return metadata for the files linked to the returned documents. A filter group is applied.,
docs-by-file-form,Documents for File,ReaderDocuments,,FORM,docs-by-file-form,,,Select all of the documents for a given file ID.,
docs-by-fnct-list-name-form,Docs By Function List General Field Name,ReaderDocuments,,FORM,docs-by-fnct-list-name-form,,,List documents for a duty function list related general field name.  A filter group is applied.,
docs-by-funct-fld-name-form,Docs By Duty Function General Field Name,ReaderDocuments,,FORM,docs-by-funct-fld-name-form,,,List documents for a duty function related general field name.  A filter group is applied.,
docs-by-function-list-form,Docs By Function List,ReaderDocuments,,FORM,docs-by-function-list-form,,,Select metadata for documents linked to a given duty function list.,
docs-by-people-list-form,Docs By People List,ReaderDocuments,,FORM,docs-by-people-list-form,,,Select metadata for documents linked to a given people list.,
docs-by-ppl-list-name-form,All Docs By People List Field Name,ReaderDocuments,,FORM,docs-by-ppl-list-name-form,,,List documents for a people list related general field name.  ,
docs-by-tag-form-1,Docs By Tag,ReaderDocuments,,FORM,docs-by-tag-form,,,Return document data linked to a given tag.,
docs-by-trans-group-form,Docs By Transaction Group,ReaderDocuments,,FORM,docs-by-trans-group-form,,,Select document IDs with a given transaction group.,
docs-date-after-form,Docs Date After,ReaderDocuments,,FORM,docs-date-after-form,,,Return metadata for documents and associated files where a date record is after a given date.,
docs-date-before-form,Docs Date Before,ReaderDocuments,,FORM,docs-date-before-form,,,Return metadata for documents and associated files where a date record is before a given date.,
docs-date-between-form,Docs Date Between,ReaderDocuments,,FORM,docs-date-between-form,,,Return metadata for documents and associated files where a date record is between given dates.,
docs-date-equals-form,Docs Date Equals,ReaderDocuments,,FORM,docs-date-equals-form,,,Return metadata for documents and associated files where a date record is equal to a given date.,
docs-date-expired-form,Expired Documents,ReaderDocuments,,FORM,docs-date-expired-form,,,Select documents with expired dates.,
docs-int-between-form,Docs Integer Between,ReaderDocuments,,FORM,docs-int-between-form,,,Return metadata for documents and associated files where the designated integer field is between two given values.,
docs-int-equals-form,Docs Integer Equals,ReaderDocuments,,FORM,docs-int-equals-form,,,Return metadata for documents and associated files for a given integer value.,
docs-int-greater-than-form,Docs Integer Greater,ReaderDocuments,,FORM,docs-int-greater-than-form,,,Return metadata for documents and associated files where the designated integer field is greater than a given value.,
docs-int-less-than-form,Docs Integer Less Than,ReaderDocuments,,FORM,docs-int-less-than-form,,,Return metadata for documents and associated files where the designated integer field is less than a given value.,
docs-multi-sel-attr-form,Docs By Multi-Select Attribute,ReaderDocuments,,FORM,docs-multi-sel-attr-form,,,Select metadata for documents linked to a given mulit-select attribute.,
docs-real-between-form-1,Docs Real Number Between,ReaderDocuments,,FORM,docs-real-between-form,,,Return metadata for documents and associated files where a real number field is between two given values.,
docs-real-equals-form,Docs Real Number Equals,ReaderDocuments,,FORM,docs-real-equals-form,,,Return metadata for documents and associated files where a real number field is equal to a given value.,
docs-real-greater-than-form,Docs Real Number Greater Than,ReaderDocuments,,FORM,docs-real-greater-than-form,,,Return metadata for documents and associated files where a real number field is greater than a given value.,
docs-real-less-than-form,Docs Real Number Less Than,ReaderDocuments,,FORM,docs-real-less-than-form,,,Return metadata for documents and associated files where a real number field is less than a given value.,
ReaderDocuments-TGS,Transaction Groups By String,ReaderDocuments,,FORM,tr-group-contains-form,,,List transaction groups by string.,
com-obj-by-list-form-1,Common Objects By List,ReaderDocuments-Metadata,,FORM,com-obj-by-list-form,,,List all common objects for a given list.,
dc-cm-obj-ms-lnk-by-dc-form,Common Object Multi-Select Lists for Document,ReaderDocuments-Metadata,,FORM,dc-cm-obj-ms-lnk-by-dc-form,,,List all document common object multi-select list objects for a given document.,
dc-cm-obj-rb-lnk-by-dc-form,Common Object Radio Button Lists for Document,ReaderDocuments-Metadata,,FORM,dc-cm-obj-rb-lnk-by-dc-form,,,List all document common object radio button list objects for a given document.,
doc-date-values-by-doc-form,Date Values for Document,ReaderDocuments-Metadata,,FORM,doc-date-values-by-doc-form,,,List all of the date values for a document.,
doc-file-form-values-form,Doc-File Form Values,ReaderDocuments-Metadata,,FORM,doc-file-form-values-form,,,List all form fields and values for a given document and file pair.,
doc-groups-by-doc-rstr-form,Doc Group Names for Document for Connected User,ReaderDocuments-Metadata,,FORM,doc-groups-by-doc-rstr-form,,,List all document group names for a given document. Only List those document groups for which the connected user has rights.,
doc-int-values-by-doc-form,Integer Values for Document,ReaderDocuments-Metadata,,FORM,doc-int-values-by-doc-form,,,List all the integer values for a given document.,
doc-ms-attr-by-doc-form,Multi-Select Attributes Linked to Document,ReaderDocuments-Metadata,,FORM,doc-ms-attr-by-doc-form,,,Select the multi-select attributes linked to a given document.,
doc-ms-attr-by-list-form-1,Doc Multi-Select Attributes By List,ReaderDocuments-Metadata,,FORM,doc-ms-attr-by-list-form,,,Select mult-select list attribute records for a given attribute list.,
doc-ms-list-not-linkd-form,Multi-Select Lists Not Already Linked to Document,ReaderDocuments-Metadata,,FORM,doc-ms-list-not-linkd-form,,,Select the multi-select list names which are not already linked to the given document.,
doc-rb-list-not-linkd-form,Radio Button Lists Not Already Linked to Document,ReaderDocuments-Metadata,,FORM,doc-rb-list-not-linkd-form,,,Select the radio button list names which are not already linked to the given document.,
doc-real-values-by-doc-form,Real Number Values for Document,ReaderDocuments-Metadata,,FORM,doc-real-values-by-doc-form,,,List the real number values for a document.,
doc-text-values-by-doc-form,Text Values for Document,ReaderDocuments-Metadata,,FORM,doc-text-values-by-doc-form,,,List all the text values for a given document.,
function-lists-by-doc-form,Function Lists for Document,ReaderDocuments-Metadata,,FORM,function-lists-by-doc-form,,,List all of the functions linked to a given document ID.,
functions-by-doc-form,Functions for Document,ReaderDocuments-Metadata,,FORM,functions-by-doc-form,,,List all of the functions linked to a given document ID.,
one-document-data-form,One Document Data With Files,ReaderDocuments-Metadata,,FORM,one-document-data-form,,,List document metdata and also the file metadata of the key file linked to the document id,
people-lists-by-doc-form,People Lists for Document,ReaderDocuments-Metadata,,FORM,people-lists-by-doc-form,,,List all of the people List linked to a given document ID.,
people-lists-by-file-form,People Lists for File,ReaderDocuments-Metadata,,FORM,people-lists-by-file-form,,,List all of the people List linked to a given file ID.,
transaction-group-form-1,Transaction Group Note,ReaderDocuments-Metadata,,FORM,transaction-group-form,,,List the note for a given transaction group.,
document-details-form-unpriv,All Data for Document,ReaderDocuments-Metadata-unpriv,,FORM,document-details-form,,,List all the metadata for a given document.,
