CommandId,Label,Roles,ActionType,Reference,Shortcut,Description,Icon,Actions,Objects,Fields,Weight
rid-upd-workflow-model-name-form,Update Workflow Model Details,Configurator,FORM,rid-upd-workflow-model-name-form,,Update a workflow model name.,,Update;Change;Revise,Workflow,WorkflowModels,
rid-upd-workflow-model-nm-posn-form,Update List Position for Workflow Model,Configurator,FORM,rid-upd-workflow-model-nm-posn-form,,Update the list position for a workflow model name.,,Update;Change;Revise,Workflow,WorkflowModels,
rid-upd-workflow-output-def-form,Update Workflow Output Definition,Configurator,FORM,rid-upd-workflow-output-def-form,,Update a workflow instance workflow output definition name.,,Update;Change;Revise,Workflow,,
rid-upd-workflow-output-posn-form,Update List Position for Workflow Output,Configurator,FORM,rid-upd-workflow-output-posn-form,,Update the list position for a workflow output name.,,Update;Change;Revise,Workflow,,
rid-upd-workflow-participant-form,Update Workflow Step Participant,Controller,FORM,rid-upd-workflow-participant-form,,Update a workflow step participant record. ,,Update;Change;Revise,Workflow,,
rid-upd-workflow-rule-form,Update Workflow Rule,Configurator,FORM,rid-upd-workflow-rule-form,,Update a workflow output definition name.,,Update;Change;Revise,Workflow,,
rid-upd-workflow-rule-link-form,Update Workflow Rule To Step Transition Link,Configurator,FORM,rid-upd-workflow-rule-link-form,,Update a workflow rule to step transition link.,,Update;Change;Revise,Workflow,,
rid-upd-workflow-rule-posn-form,Update List Position for Workflow Rule,Configurator,FORM,rid-upd-workflow-rule-posn-form,,Update the list position for a workflow rule.,,Update;Change;Revise,Workflow,,
rid-upd-workflow-step-def-form,Update Workflow Model Step,Configurator,FORM,rid-upd-workflow-step-def-form,,Update the data for a workflow model step.,,Update;Change;Revise,Workflow,WorkflowModels,
rid-upd-workflow-step-transn-form,Update Workflow Model Step Transition,Configurator,FORM,rid-upd-workflow-step-transn-form,,Update a record for a workflow model step transition ID.,,Update;Change;Revise,Workflow,WorkflowModels,
rid-upd-xref-type-list-posn-form,Update Cross Reference Type List Position,Configurator,FORM,rid-upd-xref-type-list-posn-form,,Update the list position for a cross-reference type record.,,Update;Change;Revise,,CrossReference;Cross Reference,
rid-upd-xref-type-text-form,Update Cross Reference Type Text Fields,Configurator,FORM,rid-upd-xref-type-text-form,,Update the text field for a cross-reference type record.,,Update;Change;Revise,,CrossReference;Cross Reference,
rid-validate-document-id-form,Validate Document ID,Reader,FORM,rid-validate-document-id-form,,Validates the ID of a document. Return 'Pass' or 'Fail'.,,Check;Validate,Documents,,
SelfOnboard,Self Onboard,,DUC,self-onboard,,Self onboard the connected user,,Authorize;Grant;Onboard,Users,,
sel-one-file-data-form,File Data for One File,,FORM,sel-one-file-data-form,,Select data for one file.,,Read;List;Select;Search,Files,,30
sids-by-duty-function-form,Users By Duty Function,,FORM,sids-by-duty-function-form,,List the user ID records for a given duty function from the duty function to user ID Link table.,,Read;List;Select;Search,Users,DutyFunctionField,
TagBrTrPermFlists,Tag Browsing Tree Permission Function Lists,Controller;Reader,READ,tag-br-tr-perm-flists,,Select all the records which authorize members of a function list to link to a tag browsing tree.,,Read;List;Select;Search,Tag Browsing Trees,TagBrowsingTrees;Tags,
TagBrTrPermPlists,Tag Browsing Tree Permission People Lists,Controller;Reader,READ,tag-br-tr-perm-plists,,Select all the records which authorize members of a people list to link to a tag browsing tree.,,Read;List;Select;Search,Tag Browsing Trees,TagBrowsingTrees;PeopleList;Tags,
tag-by-tag-id-form,Tag Details,,FORM,tag-by-tag-id-form,,Select the details for a given tag ID.,,Read;List;Select;Search,,Tags,
tag-get-ancestors-form,Tag Ancestors for Tag Relationship Tree,,FORM,tag-get-ancestors-form,,Select all of the ancestors of a tag tree node.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,
tag-get-descendants-form,Tag Descendants for Tag Relationship Tree,,FORM,tag-get-descendants-form,,Select all of the descendants of a tag tree node.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,
tag-get-root-form,Root Node for Tag Relationship Tree,,FORM,tag-get-root-form,,Select the root node of the tree for a given node.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,
TagGroupIdNames,Tag Group Names,Controller;Reader,READ,all-tag-group-id-names,,Select all tag group name details.,,Read;List;Select;Search,,TagGroups;Tags,
TagGroupLinks,Tag Group Links,Controller;Reader,READ,all-tag-group-links,,Select the data for all tag to tag group Link.,,Read;List;Select;Search,,TagGroups;Tags,
TagGroupPermFlists-,Tag Group Permission Function Lists,Controller;Reader,READ,tag-group-perm-flists,,Select all the records which authorize members of a function list to link tags to a tag group.,,Read;List;Select;Search,,TagGroups;Tags,
TagGroupPermPlists,Tag Group Permission People Lists,Controller;Reader,READ,tag-group-perm-plists,,Select all the records which authorize members of a people list to link tags to a tag group.,,Read;List;Select;Search,,PeopleList;TagGroups;Tags,
tag-groups-by-tag-form,Tag Groups By Tag,,FORM,tag-groups-by-tag-form,,Select the data for all of the tag groups linked to a given tag.,,Read;List;Select;Search,,TagGroups;Tags,
TagGroupsConnectedUser,Tag Groups With Edit Permission,Authorizer;Configurator;Controller;Editor;Reviewer;Reader,READ,tag-groups-with-ed-perm,,List tag groups which the connected user has edit permission for.,,Read;List;Select;Search,,TagGroups;Tags,45
Tags,All Tags,,READ,all-tags,,Select all tags.,,Read;List;Select;Search,,Tags,51
tags-by-doc-form,Tags for Document,,FORM,tags-by-doc-form,,Select all of the tags linked to a given document.,,Read;List;Select;Search,Documents,Tags,
tags-by-string-form,Tags By Name,,FORM,tags-by-string-form,,Select all the tags which contain a string equal or like a given string.,,Read;List;Select;Search,,Tags,
tags-by-tag-group-form,Tags By Tag Group,,FORM,tags-by-tag-group-form,,Select the data for all tags for a given tag group.,,Read;List;Select;Search,,TagGroups;Tags,
TagsWithEditPerm,Tags With Edit Permission,Controller;Reader,READ,tags-with-ed-perm,,Select all the tags which the connected user has edit permission for.,,Read;List;Select;Search,,Tags,
tag-tree-by-tree-id-form,Tags By Tag Tree,,FORM,tag-tree-by-tree-id-form,,Select all of the tags for a given tag tree ID.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,
TagTreeNames,Tag Relationship Tree Names,,READ,all-tag-tree-names,,Select the records for all tag tree names.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,45
TagTreePermFlists,Tag Relationship Tree Permission Function Lists,Controller;Editor;Reader,READ,tag-tree-perm-flists,,Select all the records which authorize members of a function list to link to a tag tree.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,
TagTreePermPlists,Tag Relationship Tree Permission People Lists,Controller;Reader,READ,tag-tree-perm-plists,,Select all the records which authorize members of a people list to link to a tag tree.,,Read;List;Select;Search,,PeopleList;TagRelationshipTrees;Tags,
TagTreesWithEditPerm-,Tag Relationship Trees With Edit Permission,Controller;Editor;Reader,READ,tag-trees-with-ed-perm,,Select all tag tree name details which the connected user has edit permission for.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,45
TitleContains,Doc Title Contains,,FORM,list-doc-title-contains,,Search by document title contains,,Read;List;Select;Search,Documents,Title,150
transaction-group-form,Transaction Group Note,,FORM,transaction-group-form,,List the note for a given transaction group.,,Read;List;Select;Search,,Transaction Groups,
TransactionGroups,Transaction Groups,,READ,all-transaction-groups,,Select all transaction groups,,Read;List;Select;Search,,Transaction Groups,
tree-node-form,Tag Relationship Tree Node Details,,FORM,tree-node-form,,Select the details for a given tag tree node.,,Read;List;Select;Search,Tag Relationship Trees,TagRelationshipTrees;Tags,
trees-by-tag-form,Trees By Tag,,FORM,trees-by-tag-form,,"Select the details of all trees which contain a given tag, and also Return the node ID and node string.",,Read;List;Select;Search,Trees,Tags;TagRelationshipTrees,
UnitsOfMeasure2,Units Of Measure,Configurator;Reader,READ,all-units-of-measure,,List all units of measure,,Read;List;Select;Search,Units,Unit of Measure,
UnrestrictedDocGroupNames,Unrestricted Document Group Names,,READ,unrestricted-doc-group-names,,Select document groups which are unrestricted,,Read;List;Select;Search,Documents,DocumentGroups,
UserAllDocGroupNames,Document Group Names With Data Editing Rights,Authorizer;Configurator;Controller;Editor;Reviewer;Reader,READ,doc-group-names-rstr,,"List all of the document group names which the connected user has edit rights for, including those that are unrestricted.",,Read;List;Select;Search,Documents,DocumentGroups,
UserDocGroupNames,Document Group Names Linked To User,Authorizer;Configurator;Controller;Editor;Reviewer;Reader,READ,rstr-doc-group-names-exunrstr,,List all of the document group names linked to the connected user.,,Read;List;Select;Search,Documents,DocumentGroups,
UserFileGroupNames,File Group Names Linked To User,Authorizer;Configurator;Controller;Editor;Reviewer;Reader,READ,file-group-names-for-user,,List all of the file group names linked to the connected user.,,Read;List;Select;Search,Files,FileGroups,
UserRoles,User Roles,Authorizer,READ,read-all-user-roles,,Select all records of user role permissions.,,Read;List;Select;Search,Users,Roles,
UserRoles2,User Roles For Connected User,Authorizer;Configurator;Controller;Editor;Reviewer;Reader,READ,user-roles,,Select the role for the currently logged in user.,,Read;List;Select;Search,Users,Roles,
users-by-doc-form,Users Linked To Document,,FORM,users-by-doc-form,,List all of the users linked to a given document ID.,,Read;List;Select;Search,Documents;Users,GeneralFieldName,
users-by-file-form,Users Linked To File,,FORM,users-by-file-form,,List all of the users linked to a given file ID.,,Read;List;Select;Search,Files;Users,GeneralFieldName,
UsersByRole-AUM,Users By Role,Authorizer,FORM,list-users-by-roles,,List the users for a given role.,,Read;List;Select;Search,Users,,
UsersContains,Users By Name,Controller;Configurator;Authorizer,FORM,list-users-contains,,Search for users whose username contains a given string,,Read;List;Select;Search,Users,Name,
wf-funct-by-step-id-form,Duty Functions By Step,Configurator;Reader,FORM,wf-funct-by-step-id-form,,Retrieve workflow duty functions and associated data for a given instance step ID.,,Read;List;Select;Search,Workflow,DutyFunctionField,
wf-funct-files-by-step-form,Function Files By Step,,FORM,wf-funct-files-by-step-form,,Select workflow function output file data for a given workflow step.,,Read;List;Select;Search,Files;Workflow,,
WfFunctOutputFiles,List Workflow Function Output Files,,READ,wf-funct-output-files,,Select file IDs and related data where files are linked to workflow steps.,,Read;List;Select;Search,Files;Workflow,,
wf-input-files-by-step-form,Input Files By Step,,FORM,wf-input-files-by-step-form,,List workflow instance input files for a given workflow instance step.,,Read;List;Select;Search,Files;Workflow,,
WfInputStepFiles,List Workflow Input Step Files,,READ,wf-input-step-files,,List all workflow instance input files.,,Read;List;Select;Search,Files;Workflow,,
wf-inst-def-by-doc-form,List Workflow Instance Definitions for Document,,FORM,wf-inst-def-by-doc-form,,Return all of the workflow instance definitions and associated workflow model details for a given document ID.,,Read;List;Select;Search,Documents;Workflow,WorkflowModels,
wf-inst-def-by-model-form,List Workflow Instance Definition for Workflow Model,,FORM,wf-inst-def-by-model-form,,List all of the workflow instance definitions and associated workflow model details for a given model ID.,,Read;List;Select;Search,Workflow,WorkflowModels,
wf-inst-steps-by-inst-form,Steps for Workflow Instance,,FORM,wf-inst-steps-by-inst-form,,Return denormalised data for all instance steps for a given workflow instance ID.,,Read;List;Select;Search,Workflow,,
wf-people-by-step-id-form,Participants By Step,,FORM,wf-people-by-step-id-form,,Retrieve workflow participants and associated data for a given instance step ID.,,Read;List;Select;Search,Workflow,,
wf-people-files-by-step-form,People Files By Step,,FORM,wf-people-files-by-step-form,,Select  workflow person output file data for a given workflow step. ,,Read;List;Select;Search,Files;Workflow,,
WfPeopleOutputFiles,List Workflow People Output Files,,READ,wf-people-output-files,,Select output files linked to steps via individuals.,,Read;List;Select;Search,Files,,
wf-rules-by-model-step-form,List Workflow Rules By Model Step,,FORM,wf-rules-by-model-step-form,,Select workflow rules for a model step,,Read;List;Select;Search,Workflow,WorkflowModels,
WfStepDutyFuncts,List Workflow Step Duty Functions,Configurator;Reader,READ,wf-step-duty-functs,,Retrieve all duty functions and associated data linked to workflow instances.,,Read;List;Select;Search,Workflow,DutyFunctionField,
wf-step-get-ancestors-form,Ancestors for Step,,FORM,wf-step-get-ancestors-form,,Select the data for all of the ancestors of a given instance step ID.,,Read;List;Select;Search,Workflow,,
wf-step-get-descendts-form,Descendants for Step,,FORM,wf-step-get-descendts-form,,Select the data for descendants of a given instance step ID.,,Read;List;Select;Search,Workflow,Workflow Instance,
wf-step-get-parents-form,Parent for Step,,FORM,wf-step-get-parents-form,,Select the data for the parent of a given instance step ID.,,Read;List;Select;Search,Workflow,Workflow Instance,
wf-step-get-siblings-form,Siblings for Step,,FORM,wf-step-get-siblings-form,,Select the data for the sibling of a given instance step ID.,,Read;List;Select;Search,Workflow,Workflow Instance,
